User Input,keep_faq_for_test,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Associated URL
,N,How do I buy extra minutes?,,,
,N,Where can I find my PUK code?,,,
Switch off data,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
How to turn off my data,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
I want to turn off my data so it can't be used ,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
How do i switch off data usage on my iphone,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
"I have a samsung, how do I turn off data usage?",Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
I want to limit my data usage for the rest of this month,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
Can I switch off my data completely?,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
How do I deactivate my data ,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
Can I stop data on my phone,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
I want to turn off data,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
Stop my data on my device,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
can i switch off my data in the app?,Y,How do I switch off data on my phone?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1464064382/How-do-I-switch-off-data-on-my-phone.htm
Switch on caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
how do i activate caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
I want to see who is calling my landline,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
Can I see the callers on my landline,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
How do I set up caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
caller display not working,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
hi with my broadband phone line do i get caller display.,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
does vodafone landline include caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
i want help with caller display on my home phone,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
re-activate my caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
caller display not active,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
How do i access caller display,Y,I want help with caller display on my Home phone,,,https://support.vodafone.co.uk/Broadband/Home-phone/1464003292/I-want-help-with-caller-display-on-my-Home-phone.htm
,N,How do I set up my Vodafone Pro Broadband?,,,
Check speeds for my home broadband,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
How do I see what speed I'm getting for broadband,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
What is my broadband speed,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
Can Icheck how fast my wifi is,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
what is my wifi speed?,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
How fast is my broadband,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
How fast is my home wifi,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
can i check broadband speed,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
check speed at my address,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
check speed test in my area,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
trying to check speed of wifi ,Y,How do I check my Vodafone Broadband speed?,,,https://support.vodafone.co.uk/Broadband/Speed-connection-issues/1464004032/How-do-I-check-my-Vodafone-Broadband-speed.htm
I need to find out what speed I'm getting for my home internet,Y,Can I use my own router with Vodafone broadband?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464003752/Can-I-use-my-own-router-with-Vodafone-broadband.htm
Home internet speed check,Y,Can I use my own router with Vodafone broadband?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464003752/Can-I-use-my-own-router-with-Vodafone-broadband.htm
how do i change my router password?,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
the wifi i just installed the router password is different,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
Can I update router password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
Change my router pin,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
reset router password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
reset my router password please,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
can i reset my router password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
need to reset my router password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
reset password for my router,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
I need to update my router password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
Can i update my router password from the app,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
change router admin password,Y,How do I reset the password on my router?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1599525852/How-do-I-reset-the-password-on-my-router.htm
what is onenumber,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
Vodafone one number,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
How do I get vodafone onenumber,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
What is Vodafone one number,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
Sign up for vodafone onenumber,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
Add onenumber to my account,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
What is the benefit of onenumber,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
What does vodafone onenumber offer,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
how do i add onenumber to my account,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
how much to add onenumber,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
I'm interetsed in vodafone onenumber for my new watch,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
Onenumber plan,Y,What is Vodafone OneNumber and how do I get it?,,,https://support.vodafone.co.uk/Phones-devices/Smartwatch-OneNumber/1526115292/How-does-Vodafone-OneNumber-work-across-my-devices.htm
set up conference call,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
activate conference calling,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
conference calls,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how do i set up conference calling?,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
will i be charged for calling conference call numbers?,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
 i am awaiting confirmation that conference calling has been enabled on my number,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
a conference call need,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
activating conference calling,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
i want to do conference call ,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
 i am not able to conference call from my mobile,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
conference call settings,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i enable call conference,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i do conference calls,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i start a conference call,Y,How do I set up conference calling?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
,N,I need help with my Norton antivirus protection,,,
data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
turn on unlimited data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
activation unlimited data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
 i have unlimited data boosters on my plan,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i am trying to use data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i have used up all my data for this month and according to my contract i have 6xunlimited data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i want unlimited data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i am trying to use data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
does it cost money to use my data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i would like to activate one of my son's unlimited data booster extra for his phone,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
is it free to use data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
mobile data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i would like to active a data booster,Y,How do I use the Unlimited Data Booster on my Xtra Plan?,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
Royal mail strike,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Will my order be delayed because of royalmail strikes,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Can royal mail strikes affect my order,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Can i expect next day delivery with royal mail strikes going on,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Delivery strikes,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Will my phone be delivered as planned despite the strikes,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
I'm worried about the royal mail stikes and my order,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Are you still going to deliver my phone with the strikes happening,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Does royalmail strike cause delays to delivering my phone?,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
I want to return a phone but royal mail has a strike planned,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
is there an alternative courier because of the royalmail strikes,Y,Will the Royal Mail strikes delay orders and returns? ,,,https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
set up hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
hotspot on iphone,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
hotspot on samsung device,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
set up a personal hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
am i able to hotspot to another phone,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
can't use my phone hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
can l use hotspot in my allowance,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
can you help me with hotspot problem,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
can i make hotspots,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
connection to hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
enable hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
i wanted to know if i could get mobile hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
help with setting up mobil hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
 i can�t use my hotspot,Y,How do I set up a mobile hotspot on my device?,,,https://support.vodafone.co.uk/Phones-devices/Device-help/1456906932/How-do-I-set-up-a-mobile-hotspot-on-my-device.htm
My number is moving to you tomorrow,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
what is going to happen when i move my number to vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
What do I need to expect on the day my number moves to Vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
Will i lose services on the day my number is moving to Vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
At what time my number is going to move to vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
"I'm porting my number to Vodafone tomorrow, what should I expect?",Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
"I'm moving my pay as you go number to Vodafone, do i need to do anything on the day?",Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
My number is being ported to Vodafone next week,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
Can i still make calls on the day my number moves to Vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
Can I use my services on the day my number is porting,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
can i still use my internet when my number is porting to vodafone,Y,What happens on the day my number moves to Vodafone?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592312/What-happens-on-the-day-my-number-moves-to-Vodafone.htm
What happens to my extras when i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
What happens to my insurance when i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
What happens to my benefits when i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
What happens to my discount when i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
What happens to my family discount if i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
Can i keep my discount if i upgrade today?,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
Will my insurance carry over to my new contract,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
Will i lose my discount if I upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
Can I keep my extra data if i change my plan,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
can i keep my insurance after i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
I like to keep the same discount after i upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
can i get the same discount if I upgrade,Y,"What happens to my Extras, insurance, benefits and discounts when I upgrade?",,,https://support.vodafone.co.uk/Pay-monthly/Upgrades-changing-plan/1470011842/What-happens-to-my-Extras-insurance-benefits-and-discounts-when-I-upgrade.htm
my big value bundle is running out,Y,What happens when my Big Value Bundle runs out?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Big-Value-Bundles/1479616842/What-happens-when-my-Big-Value-Bundle-runs-out.htm
